flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,7,36118.44335790926,17,36185.81436746036,67.37100955110614,normal,0.0
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,17,36185.81436746036,18,36269.50739776614,83.69303030577521,normal,0.0
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,18,36269.50739776614,19,36357.2503282988,87.74293053265765,normal,0.0
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,8,3637.72663921003,1,3746.294364563488,108.5677253534583,normal,0.0
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,1,3746.294364563488,2,4048.1074404393767,301.81307587588867,normal,0.0
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,2,4048.1074404393767,7,4472.469737424571,424.3622969851937,pms,86.10304107307267
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,7,4472.469737424571,17,4542.188168911255,69.71843148668475,normal,0.0
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,17,4542.188168911255,18,4628.797332677162,86.60916376590676,normal,0.0
228,ZH8524_341f3525.csv_1,3617.72663921003,147.64555555555557,2,8 1 2 7 17 18 19,18,4628.797332677162,19,4719.597508176114,90.80017549895234,normal,0.0
229,CZ6311_3421020f.csv,44078.7978741814,155.36222222222224,1,8 1 2 7 17 18 19,8,44403.7978741814,1,44506.97316284512,103.17528866371698,normal,0.0
229,CZ6311_3421020f.csv,44078.7978741814,155.36222222222224,1,8 1 2 7 17 18 19,1,44506.97316284512,2,44793.79552303181,286.8223601866889,normal,0.0
229,CZ6311_3421020f.csv,44078.7978741814,155.36222222222224,1,8 1 2 7 17 18 19,2,44793.79552303181,7,45212.49603100747,418.7005079756593,pms,97.24220848301451
